x;y;z
-0.00616453;0.0298658;-0.00503464
-0.00618736;0.0299752;-0.00505201
-0.00621023;0.0300848;-0.0050694
-0.00623314;0.0301946;-0.00508682
-0.0062561;0.0303046;-0.00510426
-0.00627909;0.0304148;-0.00512173
-0.00630213;0.0305252;-0.00513922
-0.00632521;0.0306357;-0.00515674
-0.00634833;0.0307465;-0.00517429
-0.0063715;0.0308575;-0.00519185
-0.00639471;0.0309687;-0.00520945
-0.00641795;0.03108;-0.00522707
-0.00644125;0.0311916;-0.00524471
-0.00646458;0.0313034;-0.00526238
-0.00648795;0.0314153;-0.00528007
-0.00651137;0.0315275;-0.00529779
-0.00653483;0.0316398;-0.00531553
-0.00655833;0.0317524;-0.0053333
-0.00658188;0.0318651;-0.00535109
-0.00660546;0.031978;-0.00536891
-0.00662909;0.0320912;-0.00538675
-0.00665276;0.0322045;-0.00540462
-0.00667647;0.032318;-0.00542251
-0.00670023;0.0324318;-0.00544043
-0.00672402;0.0325457;-0.00545837
-0.00674786;0.0326598;-0.00547633
-0.00677174;0.0327741;-0.00549433
-0.00679567;0.0328886;-0.00551234
-0.00681963;0.0330033;-0.00553038
-0.00684364;0.0331182;-0.00554844
-0.00686769;0.0332333;-0.00556653
-0.00689178;0.0333486;-0.00558465
-0.00691591;0.033464;-0.00560278
-0.00694009;0.0335797;-0.00562095
-0.0069643;0.0336956;-0.00563913
-0.00698856;0.0338116;-0.00565734
-0.00701286;0.0339279;-0.00567558
-0.00703721;0.0340444;-0.00569384
-0.00706159;0.034161;-0.00571212
-0.00708602;0.0342779;-0.00573043
-0.00711049;0.0343949;-0.00574876
-0.007135;0.0345121;-0.00576712
-0.00715956;0.0346296;-0.0057855
-0.00718415;0.0347472;-0.00580391
-0.00720879;0.034865;-0.00582234
-0.00723347;0.0349831;-0.00584079
-0.0072582;0.0351013;-0.00585927
-0.00728296;0.0352197;-0.00587777
-0.00730777;0.0353383;-0.0058963
-0.00733262;0.0354571;-0.00591485
-0.00735751;0.0355761;-0.00593342
-0.00738244;0.0356953;-0.00595202
-0.00740742;0.0358147;-0.00597064
-0.00743243;0.0359342;-0.00598929
-0.00745749;0.036054;-0.00600796
-0.00748259;0.036174;-0.00602665
-0.00750774;0.0362942;-0.00604537
-0.00753292;0.0364145;-0.00606411
-0.00755815;0.0365351;-0.00608288
-0.00758342;0.0366558;-0.00610167
-0.00760873;0.0367768;-0.00612048
-0.00763409;0.0368979;-0.00613932
-0.00765948;0.0370193;-0.00615818
-0.00768492;0.0371408;-0.00617707
-0.0077104;0.0372625;-0.00619598
-0.00773592;0.0373844;-0.00621491
-0.00776149;0.0375066;-0.00623386
-0.00778709;0.0376289;-0.00625284
-0.00781274;0.0377514;-0.00627185
-0.00783843;0.0378741;-0.00629087
-0.00786416;0.037997;-0.00630992
-0.00788994;0.0381201;-0.006329
-0.00791575;0.0382434;-0.0063481
